Mod:Item:MetaData, Localized Name
forestry:stairs.fireproof.mahoe:0, Ступеньки из гибискуса (огнестойкость)
forestry:stairs.fireproof.poplar:0, Ступеньки из тополя (огнестойкость)
forestry:stairs.fireproof.palm:0, Ступеньки из пальмы (огнестойкость)
forestry:stairs.fireproof.papaya:0, Ступеньки из дынного дерева (огнестойкость)
forestry:stairs.fireproof.pine:0, Ступеньки из сосны (огнестойкость)
forestry:stairs.fireproof.plum:0, Ступеньки из сливового дерева (огнестойкость)
forestry:stairs.fireproof.maple:0, Ступеньки из клёна (огнестойкость)
forestry:stairs.fireproof.citrus:0, Ступеньки из цитрусового дерева (огнестойкость)
forestry:stairs.fireproof.giganteum:0, Ступеньки из гигантской секвойи (огнестойкость)
forestry:stairs.fireproof.ipe:0, Ступеньки из муравьиного дерева (огнестойкость)
forestry:stairs.fireproof.padauk:0, Ступеньки из падука (огнестойкость)
forestry:stairs.fireproof.cocobolo:0, Ступеньки из кокоболо (огнестойкость)
forestry:stairs.fireproof.zebrawood:0, Ступеньки из зебрано (огнестойкость)
forestry:stairs.vanilla.fireproof.oak:0, Дубовые ступеньки (огнестойкость)
forestry:stairs.vanilla.fireproof.spruce:0, Еловые ступеньки (огнестойкость)
forestry:stairs.vanilla.fireproof.birch:0, Берёзовые ступеньки (огнестойкость)
forestry:stairs.vanilla.fireproof.jungle:0, Ступеньки из тропического дерева (огнестойкость)
forestry:stairs.vanilla.fireproof.acacia:0, Акациевые ступеньки (огнестойкость)
forestry:stairs.vanilla.fireproof.dark_oak:0, Ступеньки из тёмного дуба (огнестойкость)
forestry:doors.larch:0, Дверь из лиственницы
forestry:doors.teak:0, Дверь из тикового дерева
forestry:doors.acacia:0, Дверь из акации
forestry:doors.lime:0, Дверь из липы
forestry:doors.chestnut:0, Дверь из каштана
forestry:doors.wenge:0, Дверь из дерева Венге
forestry:doors.baobab:0, Дверь из баобаба
forestry:doors.sequoia:0, Дверь из секвойи
forestry:doors.kapok:0, Дверь из хлопкового дерева
forestry:doors.ebony:0, Дверь из мирта
forestry:doors.mahogany:0, Дверь из красного дерева
forestry:doors.balsa:0, Дверь из бальзы
forestry:doors.willow:0, Дверь из ивы
forestry:doors.walnut:0, Дверь из орехового дерева
forestry:doors.greenheart:0, Дверь из гринхарта
forestry:doors.cherry:0, Дверь из вишнёвого дерева
forestry:doors.mahoe:0, Дверь из гибискуса
forestry:doors.poplar:0, Дверь из тополя
forestry:doors.palm:0, Дверь из пальмы
forestry:doors.papaya:0, Дверь из дынного дерева
forestry:doors.pine:0, Дверь из сосны
forestry:doors.plum:0, Дверь из сливового дерева
forestry:doors.maple:0, Дверь из клёна
forestry:doors.citrus:0, Дверь из цитрусового дерева
forestry:doors.giganteum:0, Дверь из гигантской секвойи
forestry:doors.ipe:0, Дверь из муравьиного дерева
forestry:doors.padauk:0, Дверь из падука
forestry:doors.cocobolo:0, Дверь из кокоболо
forestry:doors.zebrawood:0, Дверь из зебрано
forestry:sapling_ge:0, tile.for.sapling_ge.name
forestry:leaves.decorative.0:0, Листва яблочного дуба
forestry:leaves.decorative.0:1, Листва тёмного дуба
forestry:leaves.decorative.0:2, Листва белой берёзы
forestry:leaves.decorative.0:3, Листва липы пушистой
forestry:leaves.decorative.0:4, Листва обычного орехового дерева
forestry:leaves.decorative.0:5, Листва каштана посевного
forestry:leaves.decorative.0:6, Листва сакуры
forestry:leaves.decorative.0:7, Листва лимонного дерева
forestry:leaves.decorative.0:8, Листва сливового дерева
forestry:leaves.decorative.0:9, Листва сахарного клёна
forestry:leaves.decorative.0:10, Листва красной ели
forestry:leaves.decorative.0:11, Листва мировой лиственницы
forestry:leaves.decorative.0:12, Листва жёлтой сосны
forestry:leaves.decorative.0:13, Листва береговой секвойи
forestry:leaves.decorative.0:14, Листва гигантской секвойи
forestry:leaves.decorative.0:15, Листва тропического дерева
forestry:leaves.decorative.1:0, Листва тикового дерева
forestry:leaves.decorative.1:1, Листва муравьиного дерева
forestry:leaves.decorative.1:2, Листва хлопкового дерева
forestry:leaves.decorative.1:3, Листва мирта
forestry:leaves.decorative.1:4, Листва зебрано
forestry:leaves.decorative.1:5, Листва жёлтого меранти
forestry:leaves.decorative.1:6, Листва акации
forestry:leaves.decorative.1:7, Листва пустынной акации
forestry:leaves.decorative.1:8, Листва падука
forestry:leaves.decorative.1:9, Листва бальзы
forestry:leaves.decorative.1:10, Листва кокоболо
forestry:leaves.decorative.1:11, Листва дерева Венге
forestry:leaves.decorative.1:12, Листва Адансонии Грандидье
forestry:leaves.decorative.1:13, Листва синего гибискуса
forestry:leaves.decorative.1:14, Листва белой ивы
forestry:leaves.decorative.1:15, Листва Сипири
forestry:leaves.decorative.2:0, Листва дынного дерева
forestry:leaves.decorative.2:1, Листва финиковой пальмы
forestry:leaves.decorative.2:2, Листва белого тополя
forestry:tree_chest:0, Сундук лесовода
forestry:butterfly_chest:0, Сундук лепидоптеролога
forestry:cocoon:0, tile.for.cocoon.name
forestry:cocoon.solid:0, tile.for.cocoon.solid.name
forestry:engine_electrical:0, Электродвигатель
forestry:engine_generator:0, Биогенератор
binniecore:glass:0, Empty Бутылка
binniecore:glass:1, Яблочный сок Бутылка
binniecore:glass:1, Абрикосовый сок Бутылка
binniecore:glass:1, Банановый сок Бутылка
binniecore:glass:1, Вишневый сок Бутылка
binniecore:glass:1, Сок эльберри Бутылка
binniecore:glass:1, Лимонный сок Бутылка
binniecore:glass:1, Лаймовый сок Бутылка
binniecore:glass:1, Апельсиновый сок Бутылка
